"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 17 years","SEX AND AGE!!Total population!!18 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!Under 18 years!!Male","SEX AND AGE!!Total population!!Under 18 years!!Female","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 to 34 years","SEX AND AGE!!Total population!!18 to 34 years!!Male","SEX AND AGE!!Total population!!18 to 34 years!!Female","SEX AND AGE!!Total population!!35 to 64 years","SEX AND AGE!!Total population!!35 to 64 years!!Male","SEX AND AGE!!Total population!!35 to 64 years!!Female","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Male, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Female, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Male, bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Female, bachelor's degree or higher","EMPLOYMENT STATUS","EMPLOYMENT STATUS!!Population 16 years and over","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:","HEALTH INSURANCE COVERAGE"
" -> Congressional District 2 (118th Congress), Arizona -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","820,500","50.6%","49.4%","5.0%","15.5%","9.4%","12.1%","11.1%","10.7%","13.1%","13.6%","9.4%","41.9","79.5%","75.1%","27.5%","23.0%","168,593","50.7%","49.3%","651,907","50.5%","49.5%","176,679","52.8%","47.2%","286,394","51.1%","48.9%","188,834","47.5%","52.5%","","574,676","9.5%","28.6%","36.3%","15.6%","10.0%","90.5%","89.4%","91.6%","25.6%","24.4%","26.8%","","672,503","48.4%","2.7%","","317,724","62,015","81,524","",""
"        Margin of Error","","±9,008","±0.4","±0.4","±0.3","±0.4","±0.4","±0.4","±0.4","±0.4","±0.3","±0.3","±0.3","±0.8","±0.4","±0.6","±0.6","±0.4","±4,644","±1.4","±1.4","±6,723","±0.3","±0.3","±5,199","±1.0","±1.0","±4,896","±0.7","±0.7","±3,144","±0.5","±0.5","","±5,712","±0.7","±0.9","±1.2","±0.9","±0.6","±0.7","±1.0","±0.8","±1.1","±1.5","±1.3","","±6,997","±1.0","±0.4","","±4,825","±2,070","±3,168","",""
" -> Congressional District 3 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 3 (118th Congress), Arizona -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","835,089","50.5%","49.5%","6.6%","20.1%","12.2%","17.6%","14.5%","11.4%","8.8%","5.5%","3.2%","31.0","73.3%","67.9%","11.1%","8.7%","223,078","50.9%","49.1%","612,011","50.4%","49.6%","249,503","51.6%","48.4%","289,614","50.8%","49.2%","72,894","44.5%","55.5%","","509,857","26.4%","27.9%","25.7%","12.1%","7.9%","73.6%","73.7%","73.5%","20.0%","19.3%","20.7%","","638,686","62.6%","3.2%","","271,897","63,913","84,482","",""
"        Margin of Error","","±19,754","±0.7","±0.7","±0.5","±0.8","±0.8","±0.8","±0.7","±0.7","±0.6","±0.5","±0.3","±0.6","±0.9","±0.9","±0.7","±0.6","±10,179","±1.7","±1.7","±14,569","±0.8","±0.8","±9,746","±1.4","±1.4","±9,364","±1.1","±1.1","±4,750","±2.5","±2.5","","±12,278","±1.2","±1.4","±1.2","±0.9","±0.7","±1.2","±1.7","±1.3","±1.0","±1.4","±1.4","","±15,607","±1.3","±0.5","","±6,927","±2,831","±3,934","",""
" -> Congressional District 4 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 4 (118th Congress), Arizona -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","799,833","51.3%","48.7%","5.1%","15.6%","12.0%","18.0%","12.7%","10.5%","11.2%","8.4%","6.5%","34.6","79.3%","75.1%","18.2%","14.9%","165,348","52.2%","47.8%","634,485","51.1%","48.9%","240,140","54.9%","45.1%","275,174","50.7%","49.3%","119,171","44.5%","55.5%","","538,251","8.4%","21.6%","31.7%","24.0%","14.4%","91.6%","91.4%","91.8%","38.4%","38.8%","37.9%","","653,358","66.9%","2.5%","","321,783","79,108","98,571","",""
"        Margin of Error","","±15,107","±0.8","±0.8","±0.6","±0.9","±0.8","±1.0","±0.7","±0.7","±0.6","±0.6","±0.5","±0.8","±1.0","±1.1","±0.8","±0.8","±9,121","±2.4","±2.4","±13,247","±0.9","±0.9","±9,681","±1.8","±1.8","±9,749","±1.1","±1.1","±6,366","±1.4","±1.4","","±11,898","±0.7","±1.1","±1.1","±1.1","±0.9","±0.7","±0.9","±1.0","±1.5","±1.9","±1.8","","±13,384","±1.1","±0.4","","±6,002","±3,285","±2,993","",""
" -> Congressional District 5 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 5 (118th Congress), Arizona -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","835,596","49.7%","50.3%","5.6%","19.3%","8.5%","11.9%","13.6%","12.8%","11.9%","9.8%","6.8%","38.3","75.1%","71.6%","19.7%","16.6%","207,901","51.6%","48.4%","627,695","49.0%","51.0%","169,936","50.7%","49.3%","319,073","49.8%","50.2%","138,686","45.2%","54.8%","","556,972","5.5%","21.4%","32.6%","25.7%","14.7%","94.5%","94.2%","94.8%","40.4%","39.8%","41.0%","","652,313","63.8%","1.8%","","298,104","101,489","133,517","",""
"        Margin of Error","","±15,188","±0.7","±0.7","±0.5","±0.7","±0.7","±0.7","±0.6","±0.7","±0.6","±0.6","±0.4","±1.1","±0.9","±1.0","±0.8","±0.7","±9,031","±1.8","±1.8","±11,790","±0.7","±0.7","±8,383","±2.0","±2.0","±8,451","±0.8","±0.8","±5,790","±1.4","±1.4","","±10,349","±1.0","±1.4","±1.3","±1.2","±0.9","±1.0","±1.3","±1.0","±1.4","±1.6","±1.7","","±12,132","±1.0","±0.3","","±5,800","±3,046","±4,785","",""
" -> Congressional District 6 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 6 (118th Congress), Arizona -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","790,643","49.6%","50.4%","4.8%","14.4%","8.4%","11.8%","11.6%","10.5%","12.4%","14.2%","11.9%","44.1","80.8%","77.6%","30.5%","26.1%","151,495","52.2%","47.8%","639,148","49.0%","51.0%","159,448","53.5%","46.5%","273,187","48.8%","51.2%","206,513","45.9%","54.1%","","572,875","6.4%","19.8%","33.6%","23.1%","17.1%","93.6%","93.4%","93.8%","40.2%","41.1%","39.3%","","657,300","50.9%","2.4%","","339,967","71,152","97,110","",""
"        Margin of Error","","±15,471","±0.6","±0.6","±0.3","±0.6","±0.6","±0.6","±0.4","±0.4","±0.4","±0.5","±0.5","±0.8","±0.7","±0.8","±0.8","±0.7","±7,206","±1.5","±1.5","±11,361","±0.6","±0.6","±7,554","±1.7","±1.7","±6,526","±0.8","±0.8","±5,090","±0.7","±0.7","","±10,245","±0.6","±1.0","±1.1","±1.1","±0.8","±0.6","±0.9","±0.8","±1.3","±1.8","±1.6","","±11,796","±1.1","±0.4","","±5,927","±1,906","±5,230","",""
" -> Congressional District 7 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 7 (118th Congress), Arizona -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","815,141","50.1%","49.9%","5.7%","17.2%","13.7%","14.8%","12.4%","11.1%","10.5%","8.6%","6.0%","34.0","77.2%","70.8%","18.1%","14.6%","186,237","49.6%","50.4%","628,904","50.3%","49.7%","232,454","51.4%","48.6%","277,371","51.3%","48.7%","119,079","45.7%","54.3%","","516,950","19.3%","26.7%","31.5%","13.8%","8.7%","80.7%","81.4%","79.9%","22.5%","21.9%","23.1%","","651,336","55.0%","3.1%","","296,495","52,555","70,987","",""
"        Margin of Error","","±15,387","±0.7","±0.7","±0.4","±0.7","±0.6","±0.6","±0.6","±0.6","±0.5","±0.4","±0.4","±0.7","±0.7","±0.8","±0.8","±0.6","±8,213","±1.6","±1.6","±10,315","±0.7","±0.7","±7,769","±1.5","±1.5","±7,762","±1.1","±1.1","±4,619","±1.3","±1.3","","±9,341","±1.2","±1.2","±1.3","±1.0","±0.6","±1.2","±1.7","±1.4","±1.1","±1.4","±1.4","","±11,130","±1.2","±0.4","","±6,433","±2,064","±2,530","",""
" -> Congressional District 8 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 8 (118th Congress), Arizona -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","811,500","48.8%","51.2%","5.0%","14.6%","8.3%","12.4%","12.0%","12.2%","12.2%","12.4%","10.8%","42.6","80.3%","77.3%","27.1%","23.2%","159,769","51.0%","49.0%","651,731","48.2%","51.8%","167,804","49.9%","50.1%","295,421","49.3%","50.7%","188,506","45.1%","54.9%","","584,184","7.6%","25.3%","35.7%","20.1%","11.4%","92.4%","91.9%","92.9%","31.5%","31.9%","31.0%","","669,989","56.0%","2.4%","","319,095","79,042","104,214","",""
"        Margin of Error","","±19,585","±0.8","±0.8","±0.6","±0.8","±0.7","±0.9","±0.7","±0.7","±0.7","±0.7","±0.6","±1.2","±1.0","±1.1","±1.0","±0.9","±10,542","±2.7","±2.7","±14,275","±0.7","±0.7","±8,875","±2.0","±2.0","±9,890","±1.2","±1.2","±6,874","±1.2","±1.2","","±13,222","±0.8","±1.4","±1.3","±1.1","±0.8","±0.8","±1.1","±0.9","±1.3","±1.6","±1.7","","±15,140","±1.1","±0.5","","±7,368","±2,823","±3,626","",""
" -> Congressional District 9 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 9 (118th Congress), Arizona -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","851,459","49.9%","50.1%","5.8%","16.0%","7.6%","12.2%","13.1%","11.7%","12.4%","11.9%","9.2%","41.5","78.2%","75.3%","24.9%","21.1%","185,550","48.6%","51.4%","665,909","50.2%","49.8%","168,754","51.7%","48.3%","317,549","50.7%","49.3%","179,606","48.0%","52.0%","","601,261","10.3%","28.8%","37.6%","15.7%","7.6%","89.7%","89.4%","90.0%","23.3%","22.6%","24.0%","","687,908","52.7%","3.0%","","323,531","73,310","99,426","",""
"        Margin of Error","","±13,765","±0.6","±0.6","±0.5","±0.7","±0.6","±0.6","±0.7","±0.7","±0.6","±0.6","±0.5","±1.0","±0.8","±0.9","±0.9","±0.8","±8,631","±2.0","±2.0","±10,541","±0.5","±0.5","±7,573","±1.5","±1.5","±8,120","±0.9","±0.9","±6,139","±1.1","±1.1","","±9,940","±0.8","±1.2","±1.3","±0.9","±0.6","±0.8","±1.1","±1.2","±1.1","±1.4","±1.4","","±10,994","±1.2","±0.7","","±5,858","±3,083","±6,421","",""
" -> Congressional District 1 (118th Congress), Arkansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 1 (118th Congress), Arkansas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","747,672","49.9%","50.1%","5.7%","17.0%","8.4%","11.6%","12.3%","12.5%","13.2%","11.2%","8.1%","41.1","77.3%","74.0%","23.4%","19.4%","169,450","52.0%","48.0%","578,222","49.2%","50.8%","149,431","52.3%","47.7%","283,970","50.0%","50.0%","144,821","44.5%","55.5%","","515,636","12.5%","38.8%","30.4%","11.2%","7.0%","87.5%","85.8%","89.1%","18.2%","15.7%","20.7%","","597,096","51.5%","2.9%","","298,830","50,233","76,033","",""
"        Margin of Error","","±4,543","±0.5","±0.5","±0.3","±0.3","±0.4","±0.4","±0.4","±0.4","±0.2","±0.3","±0.2","±0.4","±0.2","±0.4","±0.4","±0.3","±2,153","±1.5","±1.5","±3,752","±0.3","±0.3","±2,602","±0.7","±0.7","±3,485","±0.5","±0.5","±2,054","±0.7","±0.7","","±4,512","±0.7","±1.2","±1.2","±0.9","±0.7","±0.7","±1.2","±0.9","±1.0","±1.4","±1.2","","±3,963","±1.0","±0.4","","±4,416","±1,789","±3,756","",""
" -> Congressional District 2 (118th Congress), Arkansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 2 (118th Congress), Arkansas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","761,676","47.9%","52.1%","5.8%","16.4%","10.1%","13.2%","12.8%","11.9%","12.6%","10.0%","7.2%","38.6","77.7%","73.5%","20.9%","17.2%","169,802","49.8%","50.2%","591,874","47.4%","52.6%","177,244","48.5%","51.5%","283,528","48.3%","51.7%","131,102","44.0%","56.0%","","515,300","7.5%","29.5%","31.0%","19.2%","12.8%","92.5%","91.4%","93.5%","32.0%","30.9%","33.1%","","609,607","56.6%","2.7%","","317,475","60,134","86,830","",""
"        Margin of Error","","±7,136","±0.4","±0.4","±0.3","±0.4","±0.4","±0.4","±0.4","±0.3","±0.2","±0.3","±0.2","±0.5","±0.4","±0.5","±0.4","±0.3","±4,003","±1.2","±1.2","±4,580","±0.3","±0.3","±3,690","±0.8","±0.8","±4,028","±0.7","±0.7","±1,965","±0.7","±0.7","","±4,933","±0.7","±1.3","±1.6","±1.1","±0.9","±0.7","±1.0","±0.7","±1.3","±1.8","±1.8","","±5,203","±1.2","±0.5","","±4,399","±1,938","±3,581","",""
" -> Congressional District 3 (118th Congress), Arkansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 3 (118th Congress), Arkansas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","784,904","49.9%","50.1%","6.1%","18.0%","10.6%","14.4%","13.9%","11.4%","11.1%","8.6%","5.9%","35.6","75.9%","71.2%","18.1%","14.5%","189,084","51.1%","48.9%","595,820","49.5%","50.5%","196,536","51.4%","48.6%","285,504","50.0%","50.0%","113,780","44.9%","55.1%","","512,514","11.2%","29.9%","26.7%","20.5%","11.6%","88.8%","88.5%","89.0%","32.1%","30.6%","33.7%","","617,950","61.5%","2.4%","","300,610","66,414","91,554","",""
"        Margin of Error","","±3,699","±0.2","±0.2","±0.2","±0.2","±0.2","±0.3","±0.3","±0.3","±0.2","±0.2","±0.1","±0.3","±0.1","±0.4","±0.4","±0.2","±1,327","±0.8","±0.8","±3,201","±0.2","±0.2","±2,354","±0.5","±0.5","±2,862","±0.4","±0.4","±1,879","±0.6","±0.6","","±3,061","±0.9","±1.3","±1.2","±1.0","±0.9","±0.9","±1.3","±1.0","±1.3","±1.6","±1.7","","±3,497","±0.9","±0.4","","±3,864","±1,786","±2,972","",""
" -> Congressional District 4 (118th Congress), Arkansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 4 (118th Congress), Arkansas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","751,385","49.9%","50.1%","5.8%","16.5%","9.3%","11.3%","11.8%","12.0%","13.4%","11.7%","8.2%","41.0","77.7%","73.5%","24.2%","19.8%","167,496","52.5%","47.5%","583,889","49.2%","50.8%","154,847","51.6%","48.4%","279,903","50.0%","50.0%","149,139","45.0%","55.0%","","514,174","12.2%","39.0%","29.6%","12.0%","7.2%","87.8%","86.9%","88.6%","19.2%","17.2%","21.1%","","605,947","50.1%","2.3%","","299,292","48,035","68,641","",""
"        Margin of Error","","±9,248","±0.4","±0.4","±0.3","±0.5","±0.4","±0.5","±0.5","±0.4","±0.3","±0.3","±0.2","±0.5","±0.4","±0.6","±0.5","±0.4","±4,753","±1.6","±1.6","±6,037","±0.3","±0.3","±3,681","±1.0","±1.0","±4,271","±0.7","±0.7","±3,114","±0.6","±0.6","","±6,400","±0.8","±1.1","±1.1","±0.7","±0.7","±0.8","±1.1","±0.9","±1.0","±1.3","±1.2","","±6,840","±1.1","±0.4","","±5,306","±1,855","±2,745","",""
" -> Congressional District 1 (118th Congress), California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 1 (118th Congress), California -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","758,561","50.4%","49.6%","5.5%","16.9%","10.3%","12.8%","12.6%","11.0%","12.0%","11.1%","7.8%","38.7","77.6%","73.4%","22.9%","18.9%","169,865","51.0%","49.0%","588,696","50.2%","49.8%","174,912","52.3%","47.7%","270,279","51.2%","48.8%","143,505","45.7%","54.3%","","510,933","11.9%","26.1%","37.7%","16.4%","7.9%","88.1%","86.4%","89.8%","24.4%","23.3%","25.4%","","608,231","53.0%","3.8%","","285,927","64,471","89,083","",""
"        Margin of Error","","±3,027","±0.4","±0.4","±0.2","±0.2","±0.3","±0.4","±0.4","±0.3","±0.3","±0.3","±0.2","±0.4","±0.2","±0.4","±0.4","±0.3","±1,810","±1.3","±1.3","±2,551","±0.3","±0.3","±2,974","±0.7","±0.7","±2,962","±0.5","±0.5","±2,286","±0.9","±0.9","","±2,949","±0.8","±1.1","±1.1","±1.0","±0.6","±0.8","±1.1","±1.0","±1.2","±1.6","±1.3","","±3,052","±0.9","±0.5","","±3,639","±1,996","±2,910","",""
" -> Congressional District 2 (118th Congress), California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 2 (118th Congress), California -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","747,410","49.3%","50.7%","4.2%","14.3%","7.4%","11.0%","12.4%","12.9%","14.3%","13.8%","9.9%","45.5","81.5%","78.4%","28.2%","23.7%","138,245","50.1%","49.9%","609,165","49.1%","50.9%","136,934","51.4%","48.6%","295,268","50.2%","49.8%","176,963","45.2%","54.8%","","554,087","8.4%","18.2%","29.5%","25.7%","18.3%","91.6%","89.6%","93.6%","44.0%","40.3%","47.5%","","627,318","57.0%","3.6%","","303,368","92,721","143,695","",""
"        Margin of Error","","±8,406","±0.4","±0.4","±0.2","±0.5","±0.4","±0.5","±0.4","±0.4","±0.4","±0.4","±0.3","±0.5","±0.5","±0.6","±0.6","±0.5","±4,756","±1.6","±1.6","±6,742","±0.4","±0.4","±4,073","±1.2","±1.2","±4,435","±0.6","±0.6","±3,695","±0.7","±0.7","","±6,742","±0.7","±1.0","±1.0","±1.0","±1.0","±0.7","±1.0","±0.7","±1.3","±1.8","±1.7","","±6,916","±1.0","±0.5","","±4,975","±3,428","±5,353","",""
" -> Congressional District 3 (118th Congress), California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 3 (118th Congress), California -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","773,866","49.8%","50.2%","4.9%","15.3%","6.6%","11.4%","13.5%","12.5%","13.4%","12.9%","9.5%","43.7","79.8%","76.8%","26.7%","22.3%","156,678","52.8%","47.2%","617,188","49.1%","50.9%","139,298","51.0%","49.0%","305,028","49.6%","50.4%","172,862","46.6%","53.4%","","565,963","4.8%","19.6%","34.7%","26.3%","14.6%","95.2%","94.9%","95.5%","40.9%","40.6%","41.2%","","635,401","56.5%","2.3%","","306,342","98,689","138,499","",""
"        Margin of Error","","±7,788","±0.4","±0.4","±0.3","±0.5","±0.3","±0.5","±0.4","±0.4","±0.5","±0.3","±0.3","±0.5","±0.5","±0.5","±0.5","±0.4","±4,499","±1.2","±1.2","±6,245","±0.4","±0.4","±4,393","±1.1","±1.1","±4,587","±0.6","±0.6","±3,311","±0.7","±0.7","","±6,281","±0.6","±1.0","±1.1","±1.2","±0.9","±0.6","±0.7","±0.8","±1.3","±1.5","±1.7","","±6,269","±0.9","±0.3","","±4,314","±3,162","±5,665","",""
" -> Congressional District 4 (118th Congress), California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 4 (118th Congress), California -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","765,203","49.9%","50.1%","4.6%","15.0%","12.2%","12.5%","12.8%","11.3%","12.5%","11.0%","8.0%","39.3","80.4%","74.9%","23.0%","19.0%","149,921","52.0%","48.0%","615,282","49.3%","50.7%","189,015","50.2%","49.8%","280,523","50.8%","49.2%","145,744","45.4%","54.6%","","522,240","12.2%","19.9%","33.0%","20.3%","14.6%","87.8%","86.3%","89.3%","34.9%","32.4%","37.4%","","634,936","57.1%","3.6%","","286,995","87,319","120,019","",""
"        Margin of Error","","±8,658","±0.5","±0.5","±0.3","±0.6","±0.5","±0.5","±0.5","±0.5","±0.5","±0.5","±0.3","±0.5","±0.6","±0.7","±0.7","±0.6","±5,810","±1.6","±1.6","±6,404","±0.4","±0.4","±4,495","±1.1","±1.1","±5,036","±0.8","±0.8","±4,719","±1.2","±1.2","","±5,760","±0.9","±1.1","±1.3","±1.1","±0.8","±0.9","±1.4","±1.0","±1.1","±1.4","±1.4","","±6,668","±1.0","±0.5","","±4,440","±3,393","±4,647","",""
" -> Congressional District 5 (118th Congress), California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 5 (118th Congress), California -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","778,853","49.5%","50.5%","5.0%","16.8%","7.7%","12.2%","12.9%","12.0%","12.9%","12.0%","8.6%","41.4","78.3%","75.0%","24.8%","20.6%","169,293","50.1%","49.9%","609,560","49.3%","50.7%","155,080","51.9%","48.1%","294,023","50.2%","49.8%","160,457","45.2%","54.8%","","549,574","9.6%","22.8%","37.6%","19.4%","10.6%","90.4%","89.6%","91.3%","30.0%","29.3%","30.6%","","629,902","55.5%","3.1%","","287,425","84,734","117,476","",""
"        Margin of Error","","±16,438","±0.7","±0.7","±0.4","±0.6","±0.6","±0.6","±0.5","±0.6","±0.5","±0.5","±0.4","±0.7","±0.7","±0.7","±0.8","±0.7","±7,272","±1.9","±1.9","±11,990","±0.7","±0.7","±7,415","±1.6","±1.6","±7,903","±0.8","±0.8","±4,157","±1.0","±1.0","","±10,300","±0.9","±1.2","±1.1","±1.2","±0.7","±0.9","±1.1","±1.2","±1.4","±1.7","±1.6","","±12,211","±1.3","±0.4","","±5,862","±3,747","±4,473","",""
" -> Congressional District 6 (118th Congress), California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 6 (118th Congress), California -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","749,993","49.4%","50.6%","6.2%","17.4%","8.0%","15.6%","15.0%","11.7%","11.7%","8.8%","5.7%","36.6","76.4%","73.3%","17.9%","14.5%","176,860","51.5%","48.5%","573,133","48.7%","51.3%","176,524","49.9%","50.1%","287,684","50.4%","49.6%","108,925","42.3%","57.7%","","513,308","10.4%","24.7%","34.5%","20.2%","10.2%","89.6%","89.0%","90.2%","30.4%","29.3%","31.5%","","590,194","61.2%","3.3%","","277,199","80,409","103,919","",""
"        Margin of Error","","±16,881","±0.6","±0.6","±0.4","±0.7","±0.5","±0.6","±0.6","±0.5","±0.6","±0.4","±0.3","±0.6","±0.8","±0.8","±0.7","±0.6","±8,342","±1.7","±1.7","±11,676","±0.7","±0.7","±7,396","±1.5","±1.5","±6,983","±0.9","±0.9","±3,802","±1.3","±1.3","","±9,970","±0.9","±1.2","±1.3","±1.1","±0.8","±0.9","±1.2","±1.0","±1.2","±1.6","±1.6","","±12,376","±1.1","±0.5","","±5,320","±1,835","±3,564","",""
